0;0;0;0;0;0;0;0;1595290275
5;0;5;7;71;0;0;0;1595632314
5;0;5;7;70;0;0;0;1595632602
5;0;4;8;70;0;0;0;1595632935
5;0;4;8;56;0;0;0;1595633395
5;0;4;8;48;0;0;0;1595633660
5;0;4;8;51;0;0;0;1595635817
5;0;4;8;51;0;0;0;1595635941
5;0;4;8;51;0;0;0;1595636721
5;0;4;8;51;0;0;0;1595636740
5;0;4;8;48;0;0;0;1595636820
5;0;4;8;48;0;0;0;1595636916
5;0;4;8;52;0;0;0;1595637964
5;0;4;8;52;0;0;0;1595637977
5;0;4;8;52;0;0;0;1595638132
5;0;4;8;52;0;0;0;1595638157
5;0;4;8;52;0;0;0;1595638438
5;0;5;8;53;0;0;0;1595639394
5;0;5;8;51;0;0;0;1595640059
5;0;5;8;47;0;0;0;1595640123
5;0;5;8;52;0;0;0;1595867024
5;0;5;8;52;0;0;0;1595867093
5;0;5;8;49;0;0;0;1595867276
5;0;5;8;49;0;0;0;1595867421
5;0;5;8;50;0;0;0;1595867601
5;0;5;8;62;0;0;0;1595867842
5;0;6;9;47;0;0;0;1595899992
5;0;5;9;85;0;0;0;1596163291
5;0;5;9;71;0;0;0;1596164025
6;0;12;8;67;0;0;0;1596678110
